effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high,country,outcome
fixed,worry_basic_needs,0.12046193378560346,0.056177314849468696,2.1443163331745243,290.1445916297148,0.032838215869794025,0.009895215317953746,0.2310286522532532,Vietnam,Anxiety
fixed,worry_social,0.05515339468245868,0.03193490768664158,1.7270566498468203,284.02158076767716,0.08524469788483943,-0.007705729350017551,0.11801251871493491,Vietnam,Anxiety
fixed,worry_safety_stigma,0.11094202359926073,0.08363693641497359,1.326471632686425,289.6760183216598,0.1857283310571374,-0.05367111748271519,0.27555516468123664,Vietnam,Anxiety
fixed,livelihood_disruption,-0.02453235027317553,0.021507679355672597,-1.140632137362843,290.7483533362891,0.2549617145441224,-0.06686283281075817,0.017798132264407105,Vietnam,Anxiety
fixed,(Intercept),0.43542712485693913,0.5159111473109421,0.8439963492289209,83.39176595841505,0.40108609609436896,-0.5906281101390659,1.461482359852944,Vietnam,Stress
fixed,age,-0.014252911042580084,0.005460356066174868,-2.6102530439126923,290.1803336843829,0.009517258455797357,-0.024999835171229837,-0.00350598691393033,Vietnam,Stress
fixed,female,0.16466810704548038,0.13264312232711256,1.2414372050093232,288.5718676187313,0.21545242039989942,-0.0964025686998902,0.425738782790851,Vietnam,Stress
fixed,ethnicity_minority,0.030855101202917967,0.141099242028855,0.2186765907403532,290.6321129477936,0.8270554638955951,-0.24685077708906844,0.30856097949490435,Vietnam,Stress
fixed,education,0.07458739891044694,0.05529624272175251,1.3488692041115056,256.5633593645351,0.17856830581827096,-0.03430491242378522,0.1834797102446791,Vietnam,Stress
fixed,employmentPart-time/casual,0.06722100257761764,0.12208273996151382,0.5506183969888686,289.4609735403825,0.5823199792897369,-0.17306142278295616,0.30750342793819146,Vietnam,Stress
fixed,employmentStudent,0.18068239663008365,0.2693080801351932,0.670913388634239,290.80911399497353,0.5028082138564214,-0.34935763416216414,0.7107224274223315,Vietnam,Stress
fixed,employmentNot working,-0.02244436855375607,0.14508234527521902,-0.15470089424856928,290.9638143539673,0.877164380032587,-0.3079882700349407,0.26309953292742855,Vietnam,Stress
fixed,comorbidity,0.3530920073869094,0.09625635273005016,3.6682462754136536,290.35089682399393,2.9045095879734657e-4,0.16364334099018144,0.5425406737836374,Vietnam,Stress
fixed,gen_health,-0.16251291955140104,0.0752225455016083,-2.1604283458863596,288.55853091807944,0.03156258213531848,-0.31056737019531677,-0.014458468907485283,Vietnam,Stress
